title,budget_new,runtime,genres,genres_new,revenue
V/H/S,22531334,116,Thriller,7,100345
V/H/S/2,22531334,95,Horror,5,21833
Valerian and the City of a Thousand Planets,197471676,137,Adventure,4,90024292
Valiant,35000000,76,Animation,8,19478106
Vampire in Brooklyn,14000000,100,Comedy,2,19800000
Vampires Suck,20000000,82,Horror,5,80547866
Van Gogh,22531334,158,Drama,1,138000
Van Helsing,160000000,132,Horror,5,300257475
Van Wilder 2: The Rise of Taj,22531334,97,Comedy,2,6086508
Vanishing Point,1300000,99,Action,3,72266306
Vantage Point,40000000,90,Drama,1,151161491
Varalaru,500000,157,Drama,1,500000
Vegas Vacation,25000000,93,Comedy,2,36400360
Velvet Goldmine,22531334,119,Drama,1,1053788
Veronica Mars,6000000,107,Comedy,2,3485127
Veteran,22531334,124,Action,3,1200627
Videocracy,700000,85,Documentary,9,1179676
Videodrome,5952000,87,Horror,5,2120439
Vigilante,22531334,90,Action,3,5091888
Villan,500000,157,Action,3,500000
Vinnaithaandi Varuvaayaa,3000000,157,Drama,1,12000000
Virgin Territory,38000000,93,Adventure,4,5410749
Virtuosity,30000000,106,Action,3,24048000
Virus,75000000,99,Horror,5,14010690
Visaranai,325000,118,Drama,1,1600000
Vishwaroopam,17000000,147,Action,3,51000000
Voracious,11178,104,Comedy,2,34659
Vulgar,120000,87,Drama,1,14904
Wadjda,22531334,98,Drama,1,1347747
Wag the Dog,15000000,97,Comedy,2,64256513
Wait Until Dark,4000000,108,Horror,5,11000000
Waiting for Happiness,22531334,91,Drama,1,7406
Waiting to Exhale,16000000,127,Comedy,2,81452156
Waitress,2000000,108,Comedy,2,22179430
Walk Hard: The Dewey Cox Story,35000000,96,Comedy,2,18317151
Walk of Shame,15000000,95,Comedy,2,59209
Walk the Line,28000000,136,Drama,1,186438883
Wall Street,15000000,126,Crime,6,43848069
Wall Street: Money Never Sleeps,70000000,133,Drama,1,134748021
WALL·E,180000000,98,Animation,8,521311860
Waltz with Bashir,2000000,90,Drama,1,11125849
War Dogs,40000000,114,Comedy,2,86234523
War for the Planet of the Apes,152000000,140,Drama,1,369907963
War of the Arrows,8000000,122,Drama,1,49000000
"War, Inc.",5000000,106,Action,3,1296184
Warm Bodies,35000000,97,Horror,5,116980662
Warrior,25000000,140,Action,3,23057115
Wassup Rockers,22531334,111,Drama,1,634074
Waste Land,1500000,90,Documentary,9,187716
Waterloo,25000000,128,History,17,3052000
We Are from the Future 2,22531334,101,War,15,8910819
We Are the Best!,22531334,102,Drama,1,180590
We Are What We Are,22531334,105,Drama,1,81381
We Are Your Friends,6000000,96,Drama,1,11122090
We Bought a Zoo,50000000,124,Drama,1,120081841
We Steal Secrets: The Story of WikiLeaks,22531334,127,Documentary,9,602042
We Were Soldiers,75000000,138,Action,3,114660784
Wedding Crashers,40000000,119,Comedy,2,285176741
Welcome Home Roscoe Jenkins,35000000,114,Comedy,2,43650785
Welcome Mr. President!,22531334,100,Comedy,2,9500000
Welcome to Dongmakgol,8,133,War,15,33579813
Welcome to the Sticks,11000000,106,Comedy,2,53191886
Werckmeister Harmonies,22531334,145,Drama,1,25461
We're Back! A Dinosaur's Story,22531334,72,Animation,8,9317021
Were The World Mine,22531334,95,Music,16,119563
West Is West,3837625,103,Comedy,2,3867000
West of Zanzibar,259000,65,Drama,1,921000
What Dreams May Come,85000000,113,Drama,1,71485043
What If,11000000,93,Drama,1,7847000
What Just Happened,25000000,104,Comedy,2,6673422
What the #$*! Do We (K)now!?,22531334,109,Documentary,9,10000000
What the Bleep! Down the Rabbit Hole,22531334,156,Documentary,9,138913
What to Expect When You're Expecting,40000000,110,Romance,11,79700000
What We Did on Our Holiday,22531334,95,Comedy,2,1289998
What Women Want,70000000,127,Comedy,2,374111707
Whatever It Takes,15000000,94,Drama,1,9902115
What's Eating Gilbert Grape,11000000,118,Romance,11,10032765
When a Man Loves a Woman,22531334,126,Drama,1,50021959
When Harry Met Sally...,16000000,96,Comedy,2,92823546
When the Bough Breaks,10000000,97,Mystery,14,30658387
When the Game Stands Tall,15000000,115,Drama,1,30127963
Where the Buffalo Roam,22531334,96,Comedy,2,6659377
Where the Wild Things Are,100000000,101,Family,13,100086793
Whip It,15000000,111,Drama,1,16633035
Whiplash,3300000,105,Drama,1,13092000
Whiskey Tango Foxtrot,35000000,112,War,15,23083334
White God,2200000,121,Drama,1,282358
White House Down,150000000,131,Action,3,205366737
White Nights,22531334,136,Drama,1,42160849
White Palace,22531334,103,Drama,1,17487531
White Water Summer,22531334,90,Family,13,300859
Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?),22531334,116,Documentary,9,28200
Why Do Fools Fall In Love,22531334,116,Drama,1,12413650
Wild Hogs,22531334,100,Action,3,253625427
Wild Target,8000000,98,Action,3,3453043
Willy Wonka & the Chocolate Factory,3000000,100,Family,13,4000000
Wilson,22531334,94,Drama,1,653951
Win a Date with Tad Hamilton!,17000000,95,Comedy,2,16980098
Win Win,10831173,106,Drama,1,10654385
Windtalkers,115000000,134,Drama,1,77628265
Windwalker,22531334,108,Adventure,4,18
Wings of Desire,2500000,128,Drama,1,3200000
Winter in Wartime,4000000,103,Drama,1,530048
Winter Passing,3500000,98,Comedy,2,113783
Wise Guys,13000000,100,Comedy,2,8475466
Wish I Was Here,5500000,120,Drama,1,5483299
Witchboard 2: The Devil's Doorway,22531334,98,Mystery,14,168180
Without Limits,25000000,117,Drama,1,777423
Witness,12000000,113,Crime,6,68706993
Wolf Warrior,12000000,90,Adventure,4,80000000
Woman Thou Art Loosed,3000000,94,Drama,1,6804016
Wonder Woman,149000000,141,Action,3,820580447
Won't Back Down,22531334,121,Drama,1,5310554
Woo,13000000,84,Comedy,2,8026971
Working Girl,28000000,114,Comedy,2,103173635
World War Z,200000000,116,Action,3,531865000
Would I Lie to You? 2,12560000,105,Comedy,2,42700000
Wrath of the Titans,150000000,99,Adventure,4,301000000
Wreck-It Ralph,165000000,108,Family,13,471222889
X2,110000000,133,Adventure,4,407711549
Xanadu,20000000,96,Fantasy,10,22471595
X-Men Origins: Wolverine,150000000,107,Adventure,4,373062864
X-Men: The Last Stand,210000000,104,Adventure,4,459359555
Yes Man,70000000,104,Comedy,2,225990978
Yolngu Boy,22531334,88,Drama,1,671
You Don't Mess with the Zohan,90000000,113,Comedy,2,201596308
You Only Live Twice,9500000,117,Action,3,111584787
Young Detective Dee: Rise of the Sea Dragon,22531334,133,Action,3,72287783
Your Friends & Neighbors,5000000,100,Drama,1,4710749
Your Sister's Sister,125000,90,Drama,1,3200000
You're Next,22531334,95,Horror,5,14347000
Youth,13360000,118,Comedy,2,2000000
You've Got Mail,65000000,119,Comedy,2,250821495
Yves Saint Laurent,12000000,106,Drama,1,21026290
Zelig,22531334,79,Comedy,2,11798616
Zero Dark Thirty,40000000,157,Thriller,7,132820716
Zero Effect,5000000,116,Comedy,2,1980338
Zid,1556288,128,Thriller,7,1268395
Zodiac,65000000,157,Crime,6,84785914
Zombeavers,22531334,85,Horror,5,14947
Zombieland,23600000,88,Comedy,2,102391382
Zookeeper,80000000,102,Comedy,2,169852759
Zootopia,150000000,108,Animation,8,1023784195
Zyzzyx Road,2000000,90,Thriller,7,30
